from_node_id,to_node_id,link_id_from_to,day_no,timestamp_in_min,travel_time_in_min,delay_in_min,link_in_volume_number_of_veh,link_out_volume_number_of_veh,link_volume_in_veh_per_hour_per_lane,link_volume_in_veh_per_hour_for_all_lanes,density_in_veh_per_mile_per_lane,speed_in_mph,queue_length_percentage,cumulative_arrival_count,cumulative_departure_count,time_dependent_left_arrival_count,time_dependent_left_departure_count,number_of_through_and_right_queued_vehicles,number_of_left_queued_vehicles,cumulative_SOV_revenue,cumulative_HOV_revenue,total_energy,total_CO2,total_NOX,total_CO,total_HC,energy_miles_per_gallon,CO2_per_mile,NOX_per_mile,CO_per_mile,HC_per_mile
8,9,8->9,2,546,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,547,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,548,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,549,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,550,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,551,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,552,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,553,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,554,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,555,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,556,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,557,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,558,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,559,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,560,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,561,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,562,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,563,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,564,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,565,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,566,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,567,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,568,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,569,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,570,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,571,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,572,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,573,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,574,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,575,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,576,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,577,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,578,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,579,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,580,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,581,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,582,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,583,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,584,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,585,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,586,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,587,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,588,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,589,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,590,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,591,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,592,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,593,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,594,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,595,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,596,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,597,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,598,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,599,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,600,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,601,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,602,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,603,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,604,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,605,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,606,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,607,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,608,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,609,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,610,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,611,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,612,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,613,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,614,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,615,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,616,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,617,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,618,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,619,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,620,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,621,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,622,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,623,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,624,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,625,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,626,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,627,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,628,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,629,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,630,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,631,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,632,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,633,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,634,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,635,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,636,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,637,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,638,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,639,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,640,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
8,9,8->9,2,641,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9,8,9->8,2,420,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9,8,9->8,2,421,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9,8,9->8,2,422,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9,8,9->8,2,423,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9,8,9->8,2,424,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9,8,9->8,2,425,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9,8,9->8,2,426,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9,8,9->8,2,427,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
9,8,9->8,2,428,  5.25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
