agent_id,trip_id,from_zone_id,to_zone_id,departure_time,arrival_time,buffer_waiting_time,complete_flag,trip_time,demand_type,pricing_type,vehicle_type,information_type,value_of_time,toll_cost_in_dollar,emissions,distance_in_mile,TotalEnergy_(KJ),CO2_(g),NOX_(g),CO_(g),HC_(g),age,number_of_nodes,VMS_response_info,Evacuation_response_info,path_node_sequence,path_time_sequence,link_travel_time_sequence,path_sequence
1735,0,15,7,524.11,606.00,-0.01,1,81.89,1,1,2,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,524.1;550.0;554.2;562.4;566.7;570.5;576.6;584.5;606.0;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.55;,"<15;524.10;0;0><14; 550.00;25.90;0.00><13; 554.22;4.22;0.00><12; 562.44;8.22;0.00><11; 566.74;4.30;0.00><3; 570.47;3.73;0.00><6; 576.61;6.14;0.00><5; 584.45;7.84;0.00><7; 606.00;21.55;0.00>"
1736,0,15,7,524.17,616.10,0.03,1,91.93,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,524.2;550.1;554.3;562.5;567.5;570.7;571.2;575.9;580.6;586.7;594.5;616.1;,25.86;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.57;,"<15;524.20;0;0><14; 550.06;25.86;0.00><13; 554.28;4.22;0.00><12; 562.50;8.22;0.00><16; 567.50;5.00;0.00><1; 570.72;3.23;0.00><2; 571.17;0.45;0.00><4; 575.90;4.73;0.00><3; 580.55;4.65;0.00><6; 586.69;6.14;0.00><5; 594.53;7.84;0.00><7; 616.10;21.57;0.00>"
1737,0,15,7,524.23,606.10,0.07,1,81.87,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,524.3;550.1;554.3;562.6;566.9;570.6;576.7;584.6;606.1;,25.82;4.22;8.22;4.30;3.73;6.14;7.84;21.53;,"<15;524.30;0;0><14; 550.12;25.82;0.00><13; 554.34;4.22;0.00><12; 562.56;8.22;0.00><11; 566.86;4.30;0.00><3; 570.59;3.73;0.00><6; 576.73;6.14;0.00><5; 584.57;7.84;0.00><7; 606.10;21.53;0.00>"
1738,0,15,7,524.29,606.20,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,524.3;550.2;554.4;562.6;566.9;570.7;576.8;584.6;606.2;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.57;,"<15;524.30;0;0><14; 550.18;25.88;0.00><13; 554.40;4.22;0.00><12; 562.62;8.22;0.00><11; 566.92;4.30;0.00><3; 570.65;3.73;0.00><6; 576.79;6.14;0.00><5; 584.63;7.84;0.00><7; 606.20;21.57;0.00>"
1739,0,15,7,524.35,616.20,0.05,1,91.85,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,524.4;550.2;554.5;562.7;567.7;570.9;571.3;576.1;580.7;586.9;594.7;616.2;,25.84;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.49;,"<15;524.40;0;0><14; 550.24;25.84;0.00><13; 554.46;4.22;0.00><12; 562.68;8.22;0.00><16; 567.68;5.00;0.00><1; 570.90;3.23;0.00><2; 571.35;0.45;0.00><4; 576.08;4.73;0.00><3; 580.73;4.65;0.00><6; 586.87;6.14;0.00><5; 594.71;7.84;0.00><7; 616.20;21.49;0.00>"
1740,0,15,7,524.41,616.30,-0.01,1,91.89,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,524.4;550.3;554.5;562.7;567.7;571.0;571.4;576.1;580.8;586.9;594.8;616.3;,25.90;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.53;,"<15;524.40;0;0><14; 550.30;25.90;0.00><13; 554.52;4.22;0.00><12; 562.74;8.22;0.00><16; 567.74;5.00;0.00><1; 570.96;3.23;0.00><2; 571.41;0.45;0.00><4; 576.14;4.73;0.00><3; 580.79;4.65;0.00><6; 586.93;6.14;0.00><5; 594.77;7.84;0.00><7; 616.30;21.53;0.00>"
1741,0,15,7,524.47,606.50,0.03,1,82.03,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,524.5;550.4;554.6;562.8;567.1;570.8;577.1;584.9;606.5;,25.86;4.22;8.22;4.30;3.73;6.27;7.84;21.56;,"<15;524.50;0;0><14; 550.36;25.86;0.00><13; 554.58;4.22;0.00><12; 562.80;8.22;0.00><11; 567.10;4.30;0.00><3; 570.83;3.73;0.00><6; 577.10;6.27;0.00><5; 584.94;7.84;0.00><7; 606.50;21.56;0.00>"
1742,0,15,7,524.53,616.40,0.07,1,91.87,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,524.6;550.4;554.6;562.9;567.9;571.1;571.5;576.3;580.9;587.0;594.9;616.4;,25.82;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.51;,"<15;524.60;0;0><14; 550.42;25.82;0.00><13; 554.64;4.22;0.00><12; 562.86;8.22;0.00><16; 567.86;5.00;0.00><1; 571.08;3.23;0.00><2; 571.53;0.45;0.00><4; 576.26;4.73;0.00><3; 580.91;4.65;0.00><6; 587.05;6.14;0.00><5; 594.89;7.84;0.00><7; 616.40;21.51;0.00>"
1743,0,15,7,524.59,616.50,0.01,1,91.91,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,524.6;550.5;554.7;562.9;567.9;571.1;571.6;576.3;581.0;587.1;595.0;616.5;,25.88;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.55;,"<15;524.60;0;0><14; 550.48;25.88;0.00><13; 554.70;4.22;0.00><12; 562.92;8.22;0.00><16; 567.92;5.00;0.00><1; 571.14;3.23;0.00><2; 571.59;0.45;0.00><4; 576.32;4.73;0.00><3; 580.97;4.65;0.00><6; 587.11;6.14;0.00><5; 594.95;7.84;0.00><7; 616.50;21.55;0.00>"
1744,0,15,7,524.65,606.50,0.05,1,81.85,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,524.7;550.5;554.8;563.0;567.3;571.0;577.2;585.0;606.5;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.51;,"<15;524.70;0;0><14; 550.54;25.84;0.00><13; 554.76;4.22;0.00><12; 562.98;8.22;0.00><11; 567.28;4.30;0.00><3; 571.01;3.73;0.00><6; 577.15;6.14;0.00><5; 584.99;7.84;0.00><7; 606.50;21.51;0.00>"
1745,0,15,7,524.71,606.60,-0.01,1,81.89,1,1,2,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,524.7;550.6;554.8;563.0;567.3;571.1;577.2;585.1;606.6;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.55;,"<15;524.70;0;0><14; 550.60;25.90;0.00><13; 554.82;4.22;0.00><12; 563.04;8.22;0.00><11; 567.34;4.30;0.00><3; 571.07;3.73;0.00><6; 577.21;6.14;0.00><5; 585.05;7.84;0.00><7; 606.60;21.55;0.00>"
1746,0,15,7,524.77,616.70,0.03,1,91.93,1,1,2,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,524.8;550.7;554.9;563.1;568.1;571.3;571.8;576.5;581.2;587.3;595.1;616.7;,25.86;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.57;,"<15;524.80;0;0><14; 550.66;25.86;0.00><13; 554.88;4.22;0.00><12; 563.10;8.22;0.00><16; 568.10;5.00;0.00><1; 571.32;3.23;0.00><2; 571.77;0.45;0.00><4; 576.50;4.73;0.00><3; 581.15;4.65;0.00><6; 587.29;6.14;0.00><5; 595.13;7.84;0.00><7; 616.70;21.57;0.00>"
1747,0,15,7,524.83,616.70,0.07,1,91.87,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,524.9;550.7;554.9;563.2;568.2;571.4;571.8;576.6;581.2;587.3;595.2;616.7;,25.82;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.51;,"<15;524.90;0;0><14; 550.72;25.82;0.00><13; 554.94;4.22;0.00><12; 563.16;8.22;0.00><16; 568.16;5.00;0.00><1; 571.38;3.23;0.00><2; 571.83;0.45;0.00><4; 576.56;4.73;0.00><3; 581.21;4.65;0.00><6; 587.35;6.14;0.00><5; 595.19;7.84;0.00><7; 616.70;21.51;0.00>"
1748,0,15,7,524.89,606.80,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,524.9;550.8;555.0;563.2;567.5;571.3;577.4;585.2;606.8;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.57;,"<15;524.90;0;0><14; 550.78;25.88;0.00><13; 555.00;4.22;0.00><12; 563.22;8.22;0.00><11; 567.52;4.30;0.00><3; 571.25;3.73;0.00><6; 577.39;6.14;0.00><5; 585.23;7.84;0.00><7; 606.80;21.57;0.00>"
1749,0,15,7,524.95,616.80,0.05,1,91.85,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,525.0;550.8;555.1;563.3;568.3;571.5;571.9;576.7;581.3;587.5;595.3;616.8;,25.84;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.49;,"<15;525.00;0;0><14; 550.84;25.84;0.00><13; 555.06;4.22;0.00><12; 563.28;8.22;0.00><16; 568.28;5.00;0.00><1; 571.50;3.23;0.00><2; 571.95;0.45;0.00><4; 576.68;4.73;0.00><3; 581.33;4.65;0.00><6; 587.47;6.14;0.00><5; 595.31;7.84;0.00><7; 616.80;21.49;0.00>"
1750,0,15,7,525.01,606.90,-0.01,1,81.89,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.0;550.9;555.1;563.3;567.6;571.4;577.5;585.4;606.9;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.55;,"<15;525.00;0;0><14; 550.90;25.90;0.00><13; 555.12;4.22;0.00><12; 563.34;8.22;0.00><11; 567.64;4.30;0.00><3; 571.37;3.73;0.00><6; 577.51;6.14;0.00><5; 585.35;7.84;0.00><7; 606.90;21.55;0.00>"
1751,0,15,7,525.07,607.10,0.03,1,82.03,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.1;551.0;555.2;563.4;567.7;571.4;577.7;585.5;607.1;,25.86;4.22;8.22;4.30;3.73;6.27;7.84;21.56;,"<15;525.10;0;0><14; 550.96;25.86;0.00><13; 555.18;4.22;0.00><12; 563.40;8.22;0.00><11; 567.70;4.30;0.00><3; 571.43;3.73;0.00><6; 577.70;6.27;0.00><5; 585.54;7.84;0.00><7; 607.10;21.56;0.00>"
1752,0,15,7,525.13,607.10,0.07,1,81.97,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.2;551.0;555.2;563.5;567.8;571.5;577.6;585.6;607.1;,25.82;4.22;8.22;4.30;3.73;6.14;7.97;21.50;,"<15;525.20;0;0><14; 551.02;25.82;0.00><13; 555.24;4.22;0.00><12; 563.46;8.22;0.00><11; 567.76;4.30;0.00><3; 571.49;3.73;0.00><6; 577.63;6.14;0.00><5; 585.60;7.97;0.00><7; 607.10;21.50;0.00>"
1753,0,15,7,525.19,607.10,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.2;551.1;555.3;563.5;567.8;571.6;577.7;585.5;607.1;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.57;,"<15;525.20;0;0><14; 551.08;25.88;0.00><13; 555.30;4.22;0.00><12; 563.52;8.22;0.00><11; 567.82;4.30;0.00><3; 571.55;3.73;0.00><6; 577.69;6.14;0.00><5; 585.53;7.84;0.00><7; 607.10;21.57;0.00>"
1754,0,15,7,525.25,607.10,0.05,1,81.85,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.3;551.1;555.4;563.6;567.9;571.6;577.7;585.6;607.1;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.51;,"<15;525.30;0;0><14; 551.14;25.84;0.00><13; 555.36;4.22;0.00><12; 563.58;8.22;0.00><11; 567.88;4.30;0.00><3; 571.61;3.73;0.00><6; 577.75;6.14;0.00><5; 585.59;7.84;0.00><7; 607.10;21.51;0.00>"
1755,0,15,7,525.31,607.20,-0.01,1,81.89,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.3;551.2;555.4;563.6;567.9;571.7;577.8;585.7;607.2;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.55;,"<15;525.30;0;0><14; 551.20;25.90;0.00><13; 555.42;4.22;0.00><12; 563.64;8.22;0.00><11; 567.94;4.30;0.00><3; 571.67;3.73;0.00><6; 577.81;6.14;0.00><5; 585.65;7.84;0.00><7; 607.20;21.55;0.00>"
1756,0,15,7,525.37,607.20,0.03,1,81.83,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.4;551.3;555.5;563.7;568.0;571.7;577.9;585.7;607.2;,25.86;4.22;8.22;4.30;3.73;6.14;7.84;21.49;,"<15;525.40;0;0><14; 551.26;25.86;0.00><13; 555.48;4.22;0.00><12; 563.70;8.22;0.00><11; 568.00;4.30;0.00><3; 571.73;3.73;0.00><6; 577.87;6.14;0.00><5; 585.71;7.84;0.00><7; 607.20;21.49;0.00>"
1757,0,15,7,525.43,607.30,0.07,1,81.87,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.5;551.3;555.5;563.8;568.1;571.8;577.9;585.8;607.3;,25.82;4.22;8.22;4.30;3.73;6.14;7.84;21.53;,"<15;525.50;0;0><14; 551.32;25.82;0.00><13; 555.54;4.22;0.00><12; 563.76;8.22;0.00><11; 568.06;4.30;0.00><3; 571.79;3.73;0.00><6; 577.93;6.14;0.00><5; 585.77;7.84;0.00><7; 607.30;21.53;0.00>"
1758,0,15,7,525.49,607.40,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.5;551.4;555.6;563.8;568.1;571.9;578.0;585.8;607.4;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.57;,"<15;525.50;0;0><14; 551.38;25.88;0.00><13; 555.60;4.22;0.00><12; 563.82;8.22;0.00><11; 568.12;4.30;0.00><3; 571.85;3.73;0.00><6; 577.99;6.14;0.00><5; 585.83;7.84;0.00><7; 607.40;21.57;0.00>"
1759,0,15,7,525.55,607.40,0.05,1,81.85,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.6;551.4;555.7;563.9;568.2;571.9;578.0;585.9;607.4;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.51;,"<15;525.60;0;0><14; 551.44;25.84;0.00><13; 555.66;4.22;0.00><12; 563.88;8.22;0.00><11; 568.18;4.30;0.00><3; 571.91;3.73;0.00><6; 578.05;6.14;0.00><5; 585.89;7.84;0.00><7; 607.40;21.51;0.00>"
1760,0,15,7,525.61,607.50,-0.01,1,81.89,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.6;551.5;555.7;563.9;568.2;572.0;578.1;586.0;607.5;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.55;,"<15;525.60;0;0><14; 551.50;25.90;0.00><13; 555.72;4.22;0.00><12; 563.94;8.22;0.00><11; 568.24;4.30;0.00><3; 571.97;3.73;0.00><6; 578.11;6.14;0.00><5; 585.95;7.84;0.00><7; 607.50;21.55;0.00>"
1761,0,15,7,525.67,607.70,0.03,1,82.03,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.7;551.6;555.8;564.0;568.3;572.0;578.3;586.1;607.7;,25.86;4.22;8.22;4.30;3.73;6.27;7.84;21.56;,"<15;525.70;0;0><14; 551.56;25.86;0.00><13; 555.78;4.22;0.00><12; 564.00;8.22;0.00><11; 568.30;4.30;0.00><3; 572.03;3.73;0.00><6; 578.30;6.27;0.00><5; 586.14;7.84;0.00><7; 607.70;21.56;0.00>"
1762,0,15,7,525.73,607.70,0.07,1,81.97,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.8;551.6;555.8;564.1;568.4;572.1;578.2;586.2;607.7;,25.82;4.22;8.22;4.30;3.73;6.14;7.97;21.50;,"<15;525.80;0;0><14; 551.62;25.82;0.00><13; 555.84;4.22;0.00><12; 564.06;8.22;0.00><11; 568.36;4.30;0.00><3; 572.09;3.73;0.00><6; 578.23;6.14;0.00><5; 586.20;7.97;0.00><7; 607.70;21.50;0.00>"
1763,0,15,7,525.79,607.70,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.8;551.7;555.9;564.1;568.4;572.2;578.3;586.1;607.7;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.57;,"<15;525.80;0;0><14; 551.68;25.88;0.00><13; 555.90;4.22;0.00><12; 564.12;8.22;0.00><11; 568.42;4.30;0.00><3; 572.15;3.73;0.00><6; 578.29;6.14;0.00><5; 586.13;7.84;0.00><7; 607.70;21.57;0.00>"
1764,0,15,7,525.85,607.70,0.05,1,81.85,1,1,2,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.9;551.7;556.0;564.2;568.5;572.2;578.3;586.2;607.7;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.51;,"<15;525.90;0;0><14; 551.74;25.84;0.00><13; 555.96;4.22;0.00><12; 564.18;8.22;0.00><11; 568.48;4.30;0.00><3; 572.21;3.73;0.00><6; 578.35;6.14;0.00><5; 586.19;7.84;0.00><7; 607.70;21.51;0.00>"
1765,0,15,7,525.91,607.80,-0.01,1,81.89,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,525.9;551.8;556.0;564.2;568.5;572.3;578.4;586.3;607.8;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.55;,"<15;525.90;0;0><14; 551.80;25.90;0.00><13; 556.02;4.22;0.00><12; 564.24;8.22;0.00><11; 568.54;4.30;0.00><3; 572.27;3.73;0.00><6; 578.41;6.14;0.00><5; 586.25;7.84;0.00><7; 607.80;21.55;0.00>"
1766,0,15,7,525.97,607.80,0.03,1,81.83,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,526.0;551.9;556.1;564.3;568.6;572.3;578.5;586.3;607.8;,25.86;4.22;8.22;4.30;3.73;6.14;7.84;21.49;,"<15;526.00;0;0><14; 551.86;25.86;0.00><13; 556.08;4.22;0.00><12; 564.30;8.22;0.00><11; 568.60;4.30;0.00><3; 572.33;3.73;0.00><6; 578.47;6.14;0.00><5; 586.31;7.84;0.00><7; 607.80;21.49;0.00>"
1767,0,15,7,526.03,617.90,0.07,1,91.87,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,526.1;551.9;556.1;564.4;569.4;572.6;573.0;577.8;582.4;588.5;596.4;617.9;,25.82;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.51;,"<15;526.10;0;0><14; 551.92;25.82;0.00><13; 556.14;4.22;0.00><12; 564.36;8.22;0.00><16; 569.36;5.00;0.00><1; 572.58;3.23;0.00><2; 573.03;0.45;0.00><4; 577.76;4.73;0.00><3; 582.41;4.65;0.00><6; 588.55;6.14;0.00><5; 596.39;7.84;0.00><7; 617.90;21.51;0.00>"
1768,0,15,7,526.09,608.00,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,526.1;552.0;556.2;564.4;568.7;572.5;578.6;586.4;608.0;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.57;,"<15;526.10;0;0><14; 551.98;25.88;0.00><13; 556.20;4.22;0.00><12; 564.42;8.22;0.00><11; 568.72;4.30;0.00><3; 572.45;3.73;0.00><6; 578.59;6.14;0.00><5; 586.43;7.84;0.00><7; 608.00;21.57;0.00>"
1769,0,15,7,526.15,608.00,0.05,1,81.85,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,526.2;552.0;556.3;564.5;568.8;572.5;578.6;586.5;608.0;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.51;,"<15;526.20;0;0><14; 552.04;25.84;0.00><13; 556.26;4.22;0.00><12; 564.48;8.22;0.00><11; 568.78;4.30;0.00><3; 572.51;3.73;0.00><6; 578.65;6.14;0.00><5; 586.49;7.84;0.00><7; 608.00;21.51;0.00>"
1770,0,15,7,526.21,618.10,-0.01,1,91.89,1,1,2,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,526.2;552.1;556.3;564.5;569.5;572.8;573.2;577.9;582.6;588.7;596.6;618.1;,25.90;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.53;,"<15;526.20;0;0><14; 552.10;25.90;0.00><13; 556.32;4.22;0.00><12; 564.54;8.22;0.00><16; 569.54;5.00;0.00><1; 572.76;3.23;0.00><2; 573.21;0.45;0.00><4; 577.94;4.73;0.00><3; 582.59;4.65;0.00><6; 588.73;6.14;0.00><5; 596.57;7.84;0.00><7; 618.10;21.53;0.00>"
1771,0,15,7,526.27,608.10,0.03,1,81.83,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,526.3;552.2;556.4;564.6;568.9;572.6;578.8;586.6;608.1;,25.86;4.22;8.22;4.30;3.73;6.14;7.84;21.49;,"<15;526.30;0;0><14; 552.16;25.86;0.00><13; 556.38;4.22;0.00><12; 564.60;8.22;0.00><11; 568.90;4.30;0.00><3; 572.63;3.73;0.00><6; 578.77;6.14;0.00><5; 586.61;7.84;0.00><7; 608.10;21.49;0.00>"
1772,0,15,7,526.33,608.20,0.07,1,81.87,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,526.4;552.2;556.4;564.7;569.0;572.7;578.8;586.7;608.2;,25.82;4.22;8.22;4.30;3.73;6.14;7.84;21.53;,"<15;526.40;0;0><14; 552.22;25.82;0.00><13; 556.44;4.22;0.00><12; 564.66;8.22;0.00><11; 568.96;4.30;0.00><3; 572.69;3.73;0.00><6; 578.83;6.14;0.00><5; 586.67;7.84;0.00><7; 608.20;21.53;0.00>"
1773,0,15,7,526.39,618.30,0.01,1,91.91,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,526.4;552.3;556.5;564.7;569.7;572.9;573.4;578.1;582.8;588.9;596.8;618.3;,25.88;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.55;,"<15;526.40;0;0><14; 552.28;25.88;0.00><13; 556.50;4.22;0.00><12; 564.72;8.22;0.00><16; 569.72;5.00;0.00><1; 572.94;3.23;0.00><2; 573.39;0.45;0.00><4; 578.12;4.73;0.00><3; 582.77;4.65;0.00><6; 588.91;6.14;0.00><5; 596.75;7.84;0.00><7; 618.30;21.55;0.00>"
1774,0,15,7,526.45,618.30,0.05,1,91.85,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,526.5;552.3;556.6;564.8;569.8;573.0;573.4;578.2;582.8;589.0;596.8;618.3;,25.84;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.49;,"<15;526.50;0;0><14; 552.34;25.84;0.00><13; 556.56;4.22;0.00><12; 564.78;8.22;0.00><16; 569.78;5.00;0.00><1; 573.00;3.23;0.00><2; 573.45;0.45;0.00><4; 578.18;4.73;0.00><3; 582.83;4.65;0.00><6; 588.97;6.14;0.00><5; 596.81;7.84;0.00><7; 618.30;21.49;0.00>"
1775,0,15,7,526.51,608.40,-0.01,1,81.89,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,526.5;552.4;556.6;564.8;569.1;572.9;579.0;586.9;608.4;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.55;,"<15;526.50;0;0><14; 552.40;25.90;0.00><13; 556.62;4.22;0.00><12; 564.84;8.22;0.00><11; 569.14;4.30;0.00><3; 572.87;3.73;0.00><6; 579.01;6.14;0.00><5; 586.85;7.84;0.00><7; 608.40;21.55;0.00>"
1776,0,15,7,526.57,608.60,0.03,1,82.03,1,1,2,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,526.6;552.5;556.7;564.9;569.2;572.9;579.2;587.0;608.6;,25.86;4.22;8.22;4.30;3.73;6.27;7.84;21.56;,"<15;526.60;0;0><14; 552.46;25.86;0.00><13; 556.68;4.22;0.00><12; 564.90;8.22;0.00><11; 569.20;4.30;0.00><3; 572.93;3.73;0.00><6; 579.20;6.27;0.00><5; 587.04;7.84;0.00><7; 608.60;21.56;0.00>"
