agent_id,trip_id,from_zone_id,to_zone_id,departure_time,arrival_time,buffer_waiting_time,complete_flag,trip_time,demand_type,pricing_type,vehicle_type,information_type,value_of_time,toll_cost_in_dollar,emissions,distance_in_mile,TotalEnergy_(KJ),CO2_(g),NOX_(g),CO_(g),HC_(g),age,number_of_nodes,VMS_response_info,Evacuation_response_info,path_node_sequence,path_time_sequence,link_travel_time_sequence,path_sequence
243,0,15,7,434.63,526.50,0.07,1,91.87,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,434.7;460.5;464.7;473.0;478.0;481.2;481.6;486.4;491.0;497.2;505.0;526.5;,25.82;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.50;,"<15;434.70;0;0><14; 460.52;25.82;0.00><13; 464.74;4.22;0.00><12; 472.96;8.22;0.00><16; 477.96;5.00;0.00><1; 481.19;3.23;0.00><2; 481.63;0.45;0.00><4; 486.36;4.73;0.00><3; 491.02;4.65;0.00><6; 497.15;6.14;0.00><5; 505.00;7.84;0.00><7; 526.50;21.50;0.00>"
244,0,15,7,434.69,526.60,0.01,1,91.91,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,434.7;460.6;464.8;473.0;478.0;481.2;481.7;486.4;491.1;497.2;505.1;526.6;,25.88;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.54;,"<15;434.70;0;0><14; 460.58;25.88;0.00><13; 464.80;4.22;0.00><12; 473.02;8.22;0.00><16; 478.02;5.00;0.00><1; 481.25;3.23;0.00><2; 481.69;0.45;0.00><4; 486.42;4.73;0.00><3; 491.08;4.65;0.00><6; 497.21;6.14;0.00><5; 505.06;7.84;0.00><7; 526.60;21.54;0.00>"
245,0,15,7,434.75,516.60,0.05,1,81.85,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,434.8;460.6;464.9;473.1;477.4;481.1;487.3;495.1;516.6;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.50;,"<15;434.80;0;0><14; 460.64;25.84;0.00><13; 464.86;4.22;0.00><12; 473.08;8.22;0.00><11; 477.38;4.30;0.00><3; 481.12;3.73;0.00><6; 487.26;6.14;0.00><5; 495.10;7.84;0.00><7; 516.60;21.50;0.00>"
246,0,15,7,434.81,516.70,-0.01,1,81.89,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,434.8;460.7;464.9;473.1;477.4;481.2;487.3;495.2;516.7;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.54;,"<15;434.80;0;0><14; 460.70;25.90;0.00><13; 464.92;4.22;0.00><12; 473.14;8.22;0.00><11; 477.44;4.30;0.00><3; 481.18;3.73;0.00><6; 487.32;6.14;0.00><5; 495.16;7.84;0.00><7; 516.70;21.54;0.00>"
247,0,15,7,434.87,526.80,0.03,1,91.93,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,434.9;460.8;465.0;473.2;478.2;481.4;481.9;486.6;491.3;497.4;505.2;526.8;,25.86;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.56;,"<15;434.90;0;0><14; 460.76;25.86;0.00><13; 464.98;4.22;0.00><12; 473.20;8.22;0.00><16; 478.20;5.00;0.00><1; 481.43;3.23;0.00><2; 481.87;0.45;0.00><4; 486.60;4.73;0.00><3; 491.26;4.65;0.00><6; 497.39;6.14;0.00><5; 505.24;7.84;0.00><7; 526.80;21.56;0.00>"
248,0,15,7,434.93,526.80,0.07,1,91.87,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,435.0;460.8;465.0;473.3;478.3;481.5;481.9;486.7;491.3;497.5;505.3;526.8;,25.82;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.50;,"<15;435.00;0;0><14; 460.82;25.82;0.00><13; 465.04;4.22;0.00><12; 473.26;8.22;0.00><16; 478.26;5.00;0.00><1; 481.49;3.23;0.00><2; 481.93;0.45;0.00><4; 486.66;4.73;0.00><3; 491.32;4.65;0.00><6; 497.45;6.14;0.00><5; 505.30;7.84;0.00><7; 526.80;21.50;0.00>"
249,0,15,7,434.99,516.90,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.0;460.9;465.1;473.3;477.6;481.4;487.5;495.3;516.9;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.56;,"<15;435.00;0;0><14; 460.88;25.88;0.00><13; 465.10;4.22;0.00><12; 473.32;8.22;0.00><11; 477.62;4.30;0.00><3; 481.36;3.73;0.00><6; 487.50;6.14;0.00><5; 495.34;7.84;0.00><7; 516.90;21.56;0.00>"
250,0,15,7,435.05,516.90,0.05,1,81.85,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.1;460.9;465.2;473.4;477.7;481.4;487.6;495.4;516.9;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.50;,"<15;435.10;0;0><14; 460.94;25.84;0.00><13; 465.16;4.22;0.00><12; 473.38;8.22;0.00><11; 477.68;4.30;0.00><3; 481.42;3.73;0.00><6; 487.56;6.14;0.00><5; 495.40;7.84;0.00><7; 516.90;21.50;0.00>"
251,0,15,7,435.11,517.00,-0.01,1,81.89,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.1;461.0;465.2;473.4;477.7;481.5;487.6;495.5;517.0;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.54;,"<15;435.10;0;0><14; 461.00;25.90;0.00><13; 465.22;4.22;0.00><12; 473.44;8.22;0.00><11; 477.74;4.30;0.00><3; 481.48;3.73;0.00><6; 487.62;6.14;0.00><5; 495.46;7.84;0.00><7; 517.00;21.54;0.00>"
252,0,15,7,435.17,517.00,0.03,1,81.83,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.2;461.1;465.3;473.5;477.8;481.5;487.7;495.5;517.0;,25.86;4.22;8.22;4.30;3.73;6.14;7.84;21.48;,"<15;435.20;0;0><14; 461.06;25.86;0.00><13; 465.28;4.22;0.00><12; 473.50;8.22;0.00><11; 477.80;4.30;0.00><3; 481.54;3.73;0.00><6; 487.68;6.14;0.00><5; 495.52;7.84;0.00><7; 517.00;21.48;0.00>"
253,0,15,7,435.23,517.10,0.07,1,81.87,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.3;461.1;465.3;473.6;477.9;481.6;487.7;495.6;517.1;,25.82;4.22;8.22;4.30;3.73;6.14;7.84;21.52;,"<15;435.30;0;0><14; 461.12;25.82;0.00><13; 465.34;4.22;0.00><12; 473.56;8.22;0.00><11; 477.86;4.30;0.00><3; 481.60;3.73;0.00><6; 487.73;6.14;0.00><5; 495.58;7.84;0.00><7; 517.10;21.52;0.00>"
254,0,15,7,435.29,517.20,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.3;461.2;465.4;473.6;477.9;481.7;487.8;495.6;517.2;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.56;,"<15;435.30;0;0><14; 461.18;25.88;0.00><13; 465.40;4.22;0.00><12; 473.62;8.22;0.00><11; 477.92;4.30;0.00><3; 481.66;3.73;0.00><6; 487.79;6.14;0.00><5; 495.64;7.84;0.00><7; 517.20;21.56;0.00>"
255,0,15,7,435.35,517.20,0.05,1,81.85,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.4;461.2;465.5;473.7;478.0;481.7;487.9;495.7;517.2;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.50;,"<15;435.40;0;0><14; 461.24;25.84;0.00><13; 465.46;4.22;0.00><12; 473.68;8.22;0.00><11; 477.98;4.30;0.00><3; 481.72;3.73;0.00><6; 487.85;6.14;0.00><5; 495.70;7.84;0.00><7; 517.20;21.50;0.00>"
256,0,15,7,435.41,517.30,-0.01,1,81.89,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.4;461.3;465.5;473.7;478.0;481.8;487.9;495.8;517.3;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.54;,"<15;435.40;0;0><14; 461.30;25.90;0.00><13; 465.52;4.22;0.00><12; 473.74;8.22;0.00><11; 478.04;4.30;0.00><3; 481.78;3.73;0.00><6; 487.91;6.14;0.00><5; 495.76;7.84;0.00><7; 517.30;21.54;0.00>"
257,0,15,7,435.47,517.30,0.03,1,81.83,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.5;461.4;465.6;473.8;478.1;481.8;488.0;495.8;517.3;,25.86;4.22;8.22;4.30;3.73;6.14;7.84;21.48;,"<15;435.50;0;0><14; 461.36;25.86;0.00><13; 465.58;4.22;0.00><12; 473.80;8.22;0.00><11; 478.10;4.30;0.00><3; 481.84;3.73;0.00><6; 487.97;6.14;0.00><5; 495.82;7.84;0.00><7; 517.30;21.48;0.00>"
258,0,15,7,435.53,517.40,0.07,1,81.87,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.6;461.4;465.6;473.9;478.2;481.9;488.0;495.9;517.4;,25.82;4.22;8.22;4.30;3.73;6.14;7.84;21.52;,"<15;435.60;0;0><14; 461.42;25.82;0.00><13; 465.64;4.22;0.00><12; 473.86;8.22;0.00><11; 478.16;4.30;0.00><3; 481.90;3.73;0.00><6; 488.03;6.14;0.00><5; 495.88;7.84;0.00><7; 517.40;21.52;0.00>"
259,0,15,7,435.59,517.50,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.6;461.5;465.7;473.9;478.2;482.0;488.1;495.9;517.5;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.56;,"<15;435.60;0;0><14; 461.48;25.88;0.00><13; 465.70;4.22;0.00><12; 473.92;8.22;0.00><11; 478.22;4.30;0.00><3; 481.96;3.73;0.00><6; 488.09;6.14;0.00><5; 495.94;7.84;0.00><7; 517.50;21.56;0.00>"
260,0,15,7,435.65,517.50,0.05,1,81.85,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.7;461.5;465.8;474.0;478.3;482.0;488.2;496.0;517.5;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.50;,"<15;435.70;0;0><14; 461.54;25.84;0.00><13; 465.76;4.22;0.00><12; 473.98;8.22;0.00><11; 478.28;4.30;0.00><3; 482.02;3.73;0.00><6; 488.15;6.14;0.00><5; 496.00;7.84;0.00><7; 517.50;21.50;0.00>"
261,0,15,7,435.71,517.60,-0.01,1,81.89,1,1,2,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.7;461.6;465.8;474.0;478.3;482.1;488.2;496.1;517.6;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.54;,"<15;435.70;0;0><14; 461.60;25.90;0.00><13; 465.82;4.22;0.00><12; 474.04;8.22;0.00><11; 478.34;4.30;0.00><3; 482.08;3.73;0.00><6; 488.21;6.14;0.00><5; 496.06;7.84;0.00><7; 517.60;21.54;0.00>"
262,0,15,7,435.77,517.60,0.03,1,81.83,1,1,2,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.8;461.7;465.9;474.1;478.4;482.1;488.3;496.1;517.6;,25.86;4.22;8.22;4.30;3.73;6.14;7.84;21.48;,"<15;435.80;0;0><14; 461.66;25.86;0.00><13; 465.88;4.22;0.00><12; 474.10;8.22;0.00><11; 478.40;4.30;0.00><3; 482.14;3.73;0.00><6; 488.27;6.14;0.00><5; 496.12;7.84;0.00><7; 517.60;21.48;0.00>"
263,0,15,7,435.83,517.70,0.07,1,81.87,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.9;461.7;465.9;474.2;478.5;482.2;488.3;496.2;517.7;,25.82;4.22;8.22;4.30;3.73;6.14;7.84;21.52;,"<15;435.90;0;0><14; 461.72;25.82;0.00><13; 465.94;4.22;0.00><12; 474.16;8.22;0.00><11; 478.46;4.30;0.00><3; 482.20;3.73;0.00><6; 488.33;6.14;0.00><5; 496.18;7.84;0.00><7; 517.70;21.52;0.00>"
264,0,15,7,435.89,517.80,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,435.9;461.8;466.0;474.2;478.5;482.3;488.4;496.2;517.8;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.56;,"<15;435.90;0;0><14; 461.78;25.88;0.00><13; 466.00;4.22;0.00><12; 474.22;8.22;0.00><11; 478.52;4.30;0.00><3; 482.26;3.73;0.00><6; 488.39;6.14;0.00><5; 496.24;7.84;0.00><7; 517.80;21.56;0.00>"
265,0,15,7,435.95,517.80,0.05,1,81.85,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,436.0;461.8;466.1;474.3;478.6;482.3;488.5;496.3;517.8;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.50;,"<15;436.00;0;0><14; 461.84;25.84;0.00><13; 466.06;4.22;0.00><12; 474.28;8.22;0.00><11; 478.58;4.30;0.00><3; 482.32;3.73;0.00><6; 488.45;6.14;0.00><5; 496.30;7.84;0.00><7; 517.80;21.50;0.00>"
266,0,15,7,436.01,517.90,-0.01,1,81.89,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,436.0;461.9;466.1;474.3;478.6;482.4;488.5;496.4;517.9;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.54;,"<15;436.00;0;0><14; 461.90;25.90;0.00><13; 466.12;4.22;0.00><12; 474.34;8.22;0.00><11; 478.64;4.30;0.00><3; 482.38;3.73;0.00><6; 488.51;6.14;0.00><5; 496.36;7.84;0.00><7; 517.90;21.54;0.00>"
267,0,15,7,436.07,528.00,0.03,1,91.93,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,436.1;462.0;466.2;474.4;479.4;482.6;483.1;487.8;492.5;498.6;506.4;528.0;,25.86;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.56;,"<15;436.10;0;0><14; 461.96;25.86;0.00><13; 466.18;4.22;0.00><12; 474.40;8.22;0.00><16; 479.40;5.00;0.00><1; 482.63;3.23;0.00><2; 483.07;0.45;0.00><4; 487.80;4.73;0.00><3; 492.45;4.65;0.00><6; 498.59;6.14;0.00><5; 506.44;7.84;0.00><7; 528.00;21.56;0.00>"
268,0,15,7,436.13,528.00,0.07,1,91.87,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,436.2;462.0;466.2;474.5;479.5;482.7;483.1;487.9;492.5;498.7;506.5;528.0;,25.82;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.50;,"<15;436.20;0;0><14; 462.02;25.82;0.00><13; 466.24;4.22;0.00><12; 474.46;8.22;0.00><16; 479.46;5.00;0.00><1; 482.69;3.23;0.00><2; 483.13;0.45;0.00><4; 487.86;4.73;0.00><3; 492.51;4.65;0.00><6; 498.65;6.14;0.00><5; 506.50;7.84;0.00><7; 528.00;21.50;0.00>"
269,0,15,7,436.19,518.10,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,436.2;462.1;466.3;474.5;478.8;482.6;488.7;496.5;518.1;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.56;,"<15;436.20;0;0><14; 462.08;25.88;0.00><13; 466.30;4.22;0.00><12; 474.52;8.22;0.00><11; 478.82;4.30;0.00><3; 482.56;3.73;0.00><6; 488.69;6.14;0.00><5; 496.54;7.84;0.00><7; 518.10;21.56;0.00>"
270,0,15,7,436.25,518.10,0.05,1,81.85,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,436.3;462.1;466.4;474.6;478.9;482.6;488.8;496.6;518.1;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.50;,"<15;436.30;0;0><14; 462.14;25.84;0.00><13; 466.36;4.22;0.00><12; 474.58;8.22;0.00><11; 478.88;4.30;0.00><3; 482.62;3.73;0.00><6; 488.75;6.14;0.00><5; 496.60;7.84;0.00><7; 518.10;21.50;0.00>"
271,0,15,7,436.31,528.20,-0.01,1,91.89,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,436.3;462.2;466.4;474.6;479.6;482.9;483.3;488.0;492.7;498.8;506.7;528.2;,25.90;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.52;,"<15;436.30;0;0><14; 462.20;25.90;0.00><13; 466.42;4.22;0.00><12; 474.64;8.22;0.00><16; 479.64;5.00;0.00><1; 482.87;3.23;0.00><2; 483.31;0.45;0.00><4; 488.04;4.73;0.00><3; 492.69;4.65;0.00><6; 498.83;6.14;0.00><5; 506.68;7.84;0.00><7; 528.20;21.52;0.00>"
272,0,15,7,436.37,528.30,0.03,1,91.93,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,436.4;462.3;466.5;474.7;479.7;482.9;483.4;488.1;492.8;498.9;506.7;528.3;,25.86;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.56;,"<15;436.40;0;0><14; 462.26;25.86;0.00><13; 466.48;4.22;0.00><12; 474.70;8.22;0.00><16; 479.70;5.00;0.00><1; 482.93;3.23;0.00><2; 483.37;0.45;0.00><4; 488.10;4.73;0.00><3; 492.75;4.65;0.00><6; 498.89;6.14;0.00><5; 506.74;7.84;0.00><7; 528.30;21.56;0.00>"
273,0,15,7,436.43,518.30,0.07,1,81.87,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,436.5;462.3;466.5;474.8;479.1;482.8;488.9;496.8;518.3;,25.82;4.22;8.22;4.30;3.73;6.14;7.84;21.52;,"<15;436.50;0;0><14; 462.32;25.82;0.00><13; 466.54;4.22;0.00><12; 474.76;8.22;0.00><11; 479.06;4.30;0.00><3; 482.80;3.73;0.00><6; 488.93;6.14;0.00><5; 496.78;7.84;0.00><7; 518.30;21.52;0.00>"
274,0,15,7,436.49,528.40,0.01,1,91.91,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,436.5;462.4;466.6;474.8;479.8;483.0;483.5;488.2;492.9;499.0;506.9;528.4;,25.88;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.54;,"<15;436.50;0;0><14; 462.38;25.88;0.00><13; 466.60;4.22;0.00><12; 474.82;8.22;0.00><16; 479.82;5.00;0.00><1; 483.05;3.23;0.00><2; 483.49;0.45;0.00><4; 488.22;4.73;0.00><3; 492.87;4.65;0.00><6; 499.01;6.14;0.00><5; 506.86;7.84;0.00><7; 528.40;21.54;0.00>"
275,0,15,7,436.55,528.40,0.05,1,91.85,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,436.6;462.4;466.7;474.9;479.9;483.1;483.6;488.3;492.9;499.1;506.9;528.4;,25.84;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.48;,"<15;436.60;0;0><14; 462.44;25.84;0.00><13; 466.66;4.22;0.00><12; 474.88;8.22;0.00><16; 479.88;5.00;0.00><1; 483.11;3.23;0.00><2; 483.55;0.45;0.00><4; 488.28;4.73;0.00><3; 492.93;4.65;0.00><6; 499.07;6.14;0.00><5; 506.92;7.84;0.00><7; 528.40;21.48;0.00>"
276,0,15,7,436.61,518.50,-0.01,1,81.89,1,1,2,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,436.6;462.5;466.7;474.9;479.2;483.0;489.1;497.0;518.5;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.54;,"<15;436.60;0;0><14; 462.50;25.90;0.00><13; 466.72;4.22;0.00><12; 474.94;8.22;0.00><11; 479.24;4.30;0.00><3; 482.98;3.73;0.00><6; 489.11;6.14;0.00><5; 496.96;7.84;0.00><7; 518.50;21.54;0.00>"
277,0,15,7,436.67,518.50,0.03,1,81.83,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,436.7;462.6;466.8;475.0;479.3;483.0;489.2;497.0;518.5;,25.86;4.22;8.22;4.30;3.73;6.14;7.84;21.48;,"<15;436.70;0;0><14; 462.56;25.86;0.00><13; 466.78;4.22;0.00><12; 475.00;8.22;0.00><11; 479.30;4.30;0.00><3; 483.04;3.73;0.00><6; 489.17;6.14;0.00><5; 497.02;7.84;0.00><7; 518.50;21.48;0.00>"
278,0,15,7,436.73,528.60,0.07,1,91.87,1,1,2,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,436.8;462.6;466.8;475.1;480.1;483.3;483.7;488.5;493.1;499.3;507.1;528.6;,25.82;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.50;,"<15;436.80;0;0><14; 462.62;25.82;0.00><13; 466.84;4.22;0.00><12; 475.06;8.22;0.00><16; 480.06;5.00;0.00><1; 483.29;3.23;0.00><2; 483.73;0.45;0.00><4; 488.46;4.73;0.00><3; 493.11;4.65;0.00><6; 499.25;6.14;0.00><5; 507.10;7.84;0.00><7; 528.60;21.50;0.00>"
279,0,15,7,436.79,518.70,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,436.8;462.7;466.9;475.1;479.4;483.2;489.3;497.1;518.7;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.56;,"<15;436.80;0;0><14; 462.68;25.88;0.00><13; 466.90;4.22;0.00><12; 475.12;8.22;0.00><11; 479.42;4.30;0.00><3; 483.16;3.73;0.00><6; 489.29;6.14;0.00><5; 497.14;7.84;0.00><7; 518.70;21.56;0.00>"
280,0,15,7,436.85,518.70,0.05,1,81.85,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,436.9;462.7;467.0;475.2;479.5;483.2;489.4;497.2;518.7;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.50;,"<15;436.90;0;0><14; 462.74;25.84;0.00><13; 466.96;4.22;0.00><12; 475.18;8.22;0.00><11; 479.48;4.30;0.00><3; 483.22;3.73;0.00><6; 489.35;6.14;0.00><5; 497.20;7.84;0.00><7; 518.70;21.50;0.00>"
281,0,15,7,436.91,528.80,-0.01,1,91.89,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,436.9;462.8;467.0;475.2;480.2;483.5;483.9;488.6;493.3;499.4;507.3;528.8;,25.90;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.52;,"<15;436.90;0;0><14; 462.80;25.90;0.00><13; 467.02;4.22;0.00><12; 475.24;8.22;0.00><16; 480.24;5.00;0.00><1; 483.47;3.23;0.00><2; 483.91;0.45;0.00><4; 488.64;4.73;0.00><3; 493.29;4.65;0.00><6; 499.43;6.14;0.00><5; 507.28;7.84;0.00><7; 528.80;21.52;0.00>"
282,0,15,7,436.97,528.90,0.03,1,91.93,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,437.0;462.9;467.1;475.3;480.3;483.5;484.0;488.7;493.4;499.5;507.3;528.9;,25.86;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.56;,"<15;437.00;0;0><14; 462.86;25.86;0.00><13; 467.08;4.22;0.00><12; 475.30;8.22;0.00><16; 480.30;5.00;0.00><1; 483.53;3.23;0.00><2; 483.97;0.45;0.00><4; 488.70;4.73;0.00><3; 493.35;4.65;0.00><6; 499.49;6.14;0.00><5; 507.34;7.84;0.00><7; 528.90;21.56;0.00>"
283,0,15,7,437.03,518.90,0.07,1,81.87,1,1,2,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,437.1;462.9;467.1;475.4;479.7;483.4;489.5;497.4;518.9;,25.82;4.22;8.22;4.30;3.73;6.14;7.84;21.52;,"<15;437.10;0;0><14; 462.92;25.82;0.00><13; 467.14;4.22;0.00><12; 475.36;8.22;0.00><11; 479.66;4.30;0.00><3; 483.40;3.73;0.00><6; 489.53;6.14;0.00><5; 497.38;7.84;0.00><7; 518.90;21.52;0.00>"
284,0,15,7,437.09,519.00,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,437.1;463.0;467.2;475.4;479.7;483.5;489.6;497.4;519.0;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.56;,"<15;437.10;0;0><14; 462.98;25.88;0.00><13; 467.20;4.22;0.00><12; 475.42;8.22;0.00><11; 479.72;4.30;0.00><3; 483.46;3.73;0.00><6; 489.59;6.14;0.00><5; 497.44;7.84;0.00><7; 519.00;21.56;0.00>"
